instruction,input,output
Detect the sentiment of the tweet.,"Fri Mar 23 04:07:13 2018 (3:55)
USD : 8412.55
Wght: 0.42
Blk#: 514756
Size: 253.7 KB
TXs:  448
Pool: 18 (0.0 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@Blockchain_Jay Bitcoin, Cardando, Ripple, EOS, BAT, NEO, Enjin, WAX.",Neutral
Detect the sentiment of the tweet.,OMG Bitcoin is the new vaping,Positive
Detect the sentiment of the tweet.,New #bitcoin block 00000000000000000032e872239890eb7c362c008137845b7dcefbdb66a4e7ce mined at height 514756.,Positive
Detect the sentiment of the tweet.,$SANUSD entering oversold zone on interval 60m #cryptocurrency #trading #bitcoin #crypto #technicalanalysis,Neutral
Detect the sentiment of the tweet.,"fifth speaker @Satoshis_Vision @vermorel 
Terabyte blocks :)

""bandwidth is the most solved problem of #bitcoin.""",Positive
Detect the sentiment of the tweet.,Thank you to the @NODEfather for this opportunity and thank you to the bitcoin community for letting me be your champion.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@charliebxrnes bitcoin,Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8453.59 / 6861.356€
1 bitcoin-cash = $972.231 / 789.111€
1 ethereum = $517.53 / 420.054€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Bitcoin BTC Current Price:
$8.453,590
1 Hour: -2.02 % | 24 Hours: -6.81 % | 7 Days: 2.73 %
#btc #bitcoin",Neutral
Detect the sentiment of the tweet.,@KingRippleXRP Bitcoin to $5000 soon,Neutral
Detect the sentiment of the tweet.,@coindesk Binance doesn't even sell bitcoin for JPY...,Neutral
Detect the sentiment of the tweet.,"fifth speaker @Satoshis_Vision @vermorel 
Terabyte blocks :)

""nowadays backing #bitcoin has improved, by quite a lot.""",Positive
Detect the sentiment of the tweet.,@GreedPositive @ThrowingBugs @Bitcoin Reported for abusing twitter to spread propaganda for BSCore.,Negative
Detect the sentiment of the tweet.,@TechnicalCrypto That reinforces the argument to me that bitcoin should correlate.,Neutral
Detect the sentiment of the tweet.,@SallyMayweather @theemrsmcafee This is why we need #bitcoin as well,Neutral
Detect the sentiment of the tweet.,@Altcoinbuzzio Bitcoin,Neutral
Detect the sentiment of the tweet.,"@rogerkver @Falkvinge @Falkvinge  is very clever.

BCH is REAL bitcoin.",Positive
Detect the sentiment of the tweet.,Bitcoin value: $8413.86,Neutral
Detect the sentiment of the tweet.,@AP4Liberty And sound money. Buy #bitcoin,Positive
Detect the sentiment of the tweet.,"@whalecalls 
Should we get ready for round 2?
#bitcoin",Neutral
Detect the sentiment of the tweet.,@BigCheds Anynews on bitcoin,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@RealKidPoker Bitcoin millionaire,Neutral
Detect the sentiment of the tweet.,@CryptoWaffles damn liked this thinking you were joking about bitcoin,Positive
Detect the sentiment of the tweet.,Don't be such a bitcoin,Neutral
Detect the sentiment of the tweet.,"The #Bitcoin pizza is worth $85,360,325 today. (-7% from yesterday)",Positive
Detect the sentiment of the tweet.,@Altcoinbuzzio Bitcoin hands down,Negative
Detect the sentiment of the tweet.,@joerogan What about Bitcoin money???,Neutral
Detect the sentiment of the tweet.,"Current Bitcoin Price = $9425.27 --- Includes Sum of Forks, Core $8402.00 (89.14%) + Cash $966.23 (10.25%) + Gold $57.04 (0.61%)",Neutral
Detect the sentiment of the tweet.,@Apple Bitcoin.,Neutral
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8451.29.
The current price of BCash is $972.231, or 0.115678 BTC",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@mattmilsap @Bitcoin @Satoshi_N_ I really doubt if you are mocking #BCore altcoin supporters by doing so.,Positive
Detect the sentiment of the tweet.,"@sic_null @SpoonGuru21 @rogerkver @Falkvinge Nope, BTC stole Bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@Altcoinbuzzio always bitcoin it does control the market. but Etherum or other powerful infrastructures like Neo,Positive
Detect the sentiment of the tweet.,Zuckerberg vs. the Winklevoss twins. Who’s the loser now? The identity seller or the billionaire bitcoin twins.,Neutral
Detect the sentiment of the tweet.,In just 73 minutes a day you can reinvigorate your career. #bitcoin #clickbait,Neutral
Detect the sentiment of the tweet.,"Fri Mar 23 04:16:23 2018 (9:10)
USD : 8407.42
Wght: 0.42
Blk#: 514757
Size: 561.7 KB
TXs:  1016
Pool: 61 (0.0 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,"Bitcoin Cash BCH Current Price:
$972,231
1 Hour: -2.89 % | 24 Hours: -8.03 % | 7 Days: 4.92 %
#bch #bitcoin cash",Neutral
Detect the sentiment of the tweet.,New #bitcoin block 000000000000000000366f5650d6ba3cf62682e44f541f9224004b8af7d25a5c mined at height 514757.,Positive
Detect the sentiment of the tweet.,Retweet if you agree that Bitcoin is the new gold #bitcoin #bitcoins #bitcoinisgold #bitcoinworld #bitcoinnews,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@Cryptos_Aus As long as it's not the fraudster bitcoin-fund-manager ?,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,New stable coin idea: Everything is priced in #bitcoin,Positive
Detect the sentiment of the tweet.,"BTC-HMQ AskRate: 0.00001119 #Bittrex  #HMQ $HMQ #Humaniq #altcoin #crypto #bitcoin
 ♥ FOLLOW for PROFIT",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8440.05 / 6850.366€
1 bitcoin-cash = $970.851 / 787.991€
1 ethereum = $517.001 / 419.624€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Don't let the #Binance #FUD today distract you. #Bitcoin $BTC will bounce back.,Neutral
Detect the sentiment of the tweet.,@syd_viciously Bitcoin was created by the CIA?,Neutral
Detect the sentiment of the tweet.,Terabyte blocks - 50 txns a day for 10 billion people. Bitcoin can scale on chain. No layer 2 needed.,Neutral
Detect the sentiment of the tweet.,"@RichardHeartWin However, bitcoin is going way lower regardless..",Neutral
Detect the sentiment of the tweet.,"Whenever I contemplate whether or not to sell Bitcoin, I think of the ""Goodbye moon man"" song from Rick and Morty.",Neutral
Detect the sentiment of the tweet.,Bitcoin is barely even fun anymore. $XBT BTC,Positive
Detect the sentiment of the tweet.,@CoinStructive #shirtgate Hey @ellypriZeMaN we need you more than ever. ~Bitcoin Belle 🌷,Positive
Detect the sentiment of the tweet.,@LandlordRescue I’m inventing a better bitcoin so should be good to go!,Positive
Detect the sentiment of the tweet.,"@LoganPaul watch out for the death cross in ur bitcoin investment ,look it up check it out protect ur money",Neutral
Detect the sentiment of the tweet.,"Dow Jones going down.
Bitcoin was supposed to shield.
Fucking suits- leave us!

$BTC #crypto #haiku",Negative
Detect the sentiment of the tweet.,our uber driver has his business card on the dash and it says “bitcoin miner” as his job title,Neutral
Detect the sentiment of the tweet.,@ProfFaustus Bitcoin is not a philosophy......  BCH is not Bitcoin.,Neutral
Detect the sentiment of the tweet.,@itsmelissabrown remember how early they were on writing about bitcoin??? nuts in retrospect,Positive
Detect the sentiment of the tweet.,"@JakeNTech New options: 
1. Water Cooled Laptop, WetCoin™!
2. Two Computa, Two BitCoin!",Positive
Detect the sentiment of the tweet.,All in on Diet Bitcoin. Escobars brother guarantees profit lol,Positive
Detect the sentiment of the tweet.,"50k tokens reserved for private investors

#Ethereum #ZOMBI #ZOMBIcoin #Bitcoin #ICO",Neutral
Detect the sentiment of the tweet.,"The Thrive Labs Team is launching a revolutionary Premium Decentralized Advertising Marketplace.
#thrive #ico #ethereum #bitcoin",Neutral
Detect the sentiment of the tweet.,"I hate ween people exploit things and ruin the fun for everyone. First Youtube, now bitcoin/cryptos 😧😧",Negative
Detect the sentiment of the tweet.,I see all the Bitcoin ppl stopped talkin 😭,Neutral
Detect the sentiment of the tweet.,wat if unified Korea becomes the next cuba &amp; disrupts global power um Bitcoin n stuff,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bitcoin:$8431.5
Ethereum:$515.604
Bitcoin Cash:$966.799
Litecoin:$158.548
Ripple:$0.631444
IOTA:$1.26867",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8431.5 / 6843.426€
1 bitcoin-cash = $966.799 / 784.702€
1 ethereum = $515.604 / 418.489€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,One Bitcoin now worth $8413.81@bitstamp. High $9055.330. Low $8342.000. Market Cap $142.481 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,One Bitcoin now worth $8413.81@bitstamp. High $9055.330. Low $8342.000. Market Cap $142.481 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,@welovefaucet I have the same problem in both We Love Bitcoin and Play Bitcoin.,Positive
Detect the sentiment of the tweet.,@Altcoinbuzzio Bitcoin,Neutral
Detect the sentiment of the tweet.,#SUB Price is 0.00004617 (-0.00000073) #BTC / 0.385999 (-0.00771) #USD. Market rank is 116. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,Bitcoin&gt;&gt;&gt;&gt;&gt;,Neutral
Detect the sentiment of the tweet.,#EOS Price is 0.00078017 (-0.00000340) #BTC / 6.52226 (-0.06538) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003301 (-0.00000028) #BTC / 0.275969 (-0.00347) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002258 (-0.00000009) #BTC / 0.188787 (-0.00178) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#DASH Price is 0.0481372 (+0.00093950) #BTC / 402.431 (+5.62700) #USD. Market rank is 11. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,This couple loves bitcoin so much that they decided to have a bitcoin themed wedding. Most of their guests gave them bitcoin as a gift!,Positive
Detect the sentiment of the tweet.,"Hello humans, #Bitcoin is currently around $8428.55 as of Thu Mar 22 22:31:11 CDT 2018",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8430.81,Neutral
Detect the sentiment of the tweet.,@Altcoinbuzzio Bitcoin still. I've been stockpiling and putting it in my bot to make daily scalping trades,Neutral
Detect the sentiment of the tweet.,@lister_lester He wants to buy the bitcoin dip.  : ),Positive
Detect the sentiment of the tweet.,@Alfredo_THC make bitcoin and the dow go back up,Neutral
Detect the sentiment of the tweet.,"The short way was to help, Google and Facebook went for the money. Plan B, just go through you🔥

#bitcoin",Neutral
Detect the sentiment of the tweet.,@CNBC Would be nice to see an after Pic when bitcoin crashes,Positive
Detect the sentiment of the tweet.,"Fri Mar 23 04:32:12 2018 (15:49)
USD : 8416.59
Wght: 0.42
Blk#: 514758
Size: 736.0 KB
TXs:  1658
Pool: 75 (0.0 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,New #bitcoin block 00000000000000000004d1d76f3a8931d87ad736d36fd62c733e05cf56d9274e mined at height 514758.,Positive
Detect the sentiment of the tweet.,So @Ania_Nimbla  you like #Bitcoin &amp; #Crypto Cool 👍🏻 Great to connect Ania much appreciated,Positive
Detect the sentiment of the tweet.,"@afaqshah @PhilakoneCrypto Wishing ill upon bitcoin, rude",Negative
Detect the sentiment of the tweet.,#bitcoin buy now 8387 good price for enter,Positive
Detect the sentiment of the tweet.,@EstherKuKu Then redeem your points for Bitcoin and boom goes the dynamite!,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@CNBC How much are they worth in bitcoin?,Positive
Detect the sentiment of the tweet.,@Ginkgo_tree_Kr @rogerkver @Falkvinge Bitcoin is not a philosophy. BCH is not Bitcoin.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,I really look forward to bitcoin being large enough that these whales can't fuck with the price so much.,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin 4k by July 🤑🤑🤑🤑,Neutral
Detect the sentiment of the tweet.,Lil Bitcoin #newgenerationrapnames,Neutral
Detect the sentiment of the tweet.,"$ELEC Pump detected, in 5 days we will see + 500% on this baby! Very hot inside news are coming! #bitcoin #altcoin #eth $eth $xmr $btc",Positive
Detect the sentiment of the tweet.,@lopp @coindesk Better bitcoin resource:,Positive
Detect the sentiment of the tweet.,@bitstein By this logic what is work?? Trading??? Every diehard hodler I know works to better bitcoin for free.,Positive
Detect the sentiment of the tweet.,Since /r/buttcoin is actually one of the oldest bitcoin subs around we were in the top 3 I think for a few years,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"BTC,ETH,ETC,LTC,BCH,MONA
Please send someone virtual currency　
#Bitcoin #VirtualCurrency",Neutral
Detect the sentiment of the tweet.,@bitcoinyuri @badger_coin Looks nice...makes me wanna buy some $BTC #Bitcoin !,Neutral
Detect the sentiment of the tweet.,"@CNBC (2932331 follows)
This couple loves bitcoin so much that they decided to have a bitcoin themed wedding. Most of their guests gave...",Positive
Detect the sentiment of the tweet.,@lopp Better bitcoin resource:,Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8441.65 / 6851.665€
1 bitcoin-cash = $970.165 / 787.434€
1 ethereum = $515.2 / 418.162€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"""We have elected to put our money and faith in a mathematical framework that is free of politics and human error."" Tyler Winklevoss #bitcoin",Positive
Detect the sentiment of the tweet.,@SommerRay do you like bitcoin?,Neutral
Detect the sentiment of the tweet.,"It's hard to make a good TA in ALTS if the market is being moved by $btc.  So, let's keep following The King. $btcusd $crypto #bitcoin",Positive
Detect the sentiment of the tweet.,@nachdermas buy bitcoin,Neutral
Detect the sentiment of the tweet.,:( :( ....[Bitcoin performance assessment (-0.18%)] #bitcoin,Negative
